compound_name,smiles,canonical_smiles,inchikey,source_dataset,source_record_id,column_name,column_chemistry,stationary_phase_type,mobile_phase_a,mobile_phase_b,ph,gradient_profile,initial_organic_pct,final_organic_pct,gradient_duration_min,total_runtime_min,temperature_c,flow_ml_min,injection_ul,ion_mode,precursor_mz,product_mz,rt_min,peak_area,peak_height,sn_ratio,tailing_factor,asymmetry,resolution,matrix,success_flag,quality_score,notes,missing_fields_count
delta-Aminolevulinic acid hydrochloride,C(CC(=O)O)C(=O)CN,C(CC(=O)O)C(=O)CN,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,RepoRT:0009,0009_00145,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,0.18,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
6-Aminohexanoic acid,C(CCC(=O)[O-])CC[NH3+],C(CCC(=O)[O-])CC[NH3+],SLXKOJJOQWFEFD-UHFFFAOYSA-N,RepoRT:0009,0009_00146,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,0.41,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
Daidzein,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,RepoRT:0009,0009_00147,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.57,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
Eriodictyol,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,SBHXYTNGIZCORC-UHFFFAOYSA-N,RepoRT:0009,0009_00148,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.59,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
Isorhamnetin,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,IZQSVPBOUDKVDZ-UHFFFAOYSA-N,RepoRT:0009,0009_00149,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.7,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
Malvidin Chloride,COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O,COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O,KZMACGJDUUWFCH-UHFFFAOYSA-O,RepoRT:0009,0009_00150,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,2.15,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
Pelargonin chloride,C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O,C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O,SLCKJKWFULXZBD-UHFFFAOYSA-O,RepoRT:0009,0009_00151,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.14,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
sinigrin,C=CCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O,C=CCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O,PHZOWSSBXJXFOR-UHFFFAOYSA-N,RepoRT:0009,0009_00152,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,0.38,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
eriodictyol-7-O-glucoside,C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC(=C(C=C4)O)O,C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC(=C(C=C4)O)O,RAFHNDRXYHOLSH-UHFFFAOYSA-N,RepoRT:0009,0009_00153,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.41,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
isorhamnetin-3-O-glucoside,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,CQLRUIIRRZYHHS-UHFFFAOYSA-N,RepoRT:0009,0009_00154,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.45,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
kaempferol-3-O-rutinoside,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,RTATXGUCZHCSNG-UHFFFAOYSA-N,RepoRT:0009,0009_00155,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.42,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
luteolin-7-O-glucoside,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,PEFNSGRTCBGNAN-UHFFFAOYSA-N,RepoRT:0009,0009_00156,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.41,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
Callistephin Chloride,C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O,C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O,ABVCUBUIXWJYSE-UHFFFAOYSA-O,RepoRT:0009,0009_00157,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.25,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
Hyperoside,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,OVSQVDMCBVZWGM-UHFFFAOYSA-N,RepoRT:0009,0009_00158,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.4,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
Quercetin-3-O-glucose-6''-acetate,CC(=O)OCC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,CC(=O)OCC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,IGLUNMMNDNWZOA-UHFFFAOYSA-N,RepoRT:0009,0009_00159,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.46,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
Quercitrin,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,OXGUCUVFOIWWQJ-UHFFFAOYSA-N,RepoRT:0009,0009_00160,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.46,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
Daidzin,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,KYQZWONCHDNPDP-UHFFFAOYSA-N,RepoRT:0009,0009_00161,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.34,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
Glycyrrhizin,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,LPLVUJXQOOQHMX-UHFFFAOYSA-N,RepoRT:0009,0009_00162,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.7,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
Capsaicin,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,YKPUWZUDDOIDPM-UHFFFAOYSA-N,RepoRT:0009,0009_00163,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.93,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
Dihydrocapsaicin,CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,XJQPQKLURWNAAH-UHFFFAOYSA-N,RepoRT:0009,0009_00164,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,2.0,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
Caffeic acid,C1=CC(=C(C=C1C=CC(=O)O)O)O,C1=CC(=C(C=C1C=CC(=O)O)O)O,QAIPRVGONGVQAS-UHFFFAOYSA-N,RepoRT:0009,0009_00165,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.25min A100.0 B0.0 C0.0 D0.0 flow0.24; 0.4min A91.0 B9.0 C0.0 D0.0 flow0.24; 0.8min A83.0 B17.0 C0.0 D0.0 flow0.24; 1.9min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.1min A0.0 B100.0 C0.0 D0.0 flow0.24; 2.11min A100.0 B0.0 C0.0 D0.0 flow0.24; 3.0min A100.0 B0.0 C0.0 D0.0 flow0.24,0.0,100.0,1.9,3.0,38.0,0.24,,unknown,,,1.3,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1093/pcp/pcn183; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
